,SCHOOL_YEAR,SCHOOL_NUMBER,SCHOOL_NAME_x,DISTRICT_NUMBER,DISTRICT_NAME,PUBLIC_OR_INDEPENDENT,STREET_ADDRESS,PHYSICAL_ADDRESS_CITY,FACILTY_TYPE,SCHOOL_EDUCATION_LEVEL,HAS_CORE_FRENCH,HAS_EARLY_FRENCH_IMMERSION,HAS_LATE_FRENCH_IMMERSION,HAS_PROG_FRANCOPHONE,SCHOOL_LATITUDE,SCHOOL_LONGITUDE,SCHOOL_NAME_y,SCHOOL_TYPE,YEAR,LOCATION,ENROLMENT,PERCENT_ESL,PERCENT_SPECIAL_NEEDS,PERCENT_FRENCH_IMM,AVERAGE_EXAM_MARK,PERCENT_EXAMS_FAILED,PERCENT_GRAD,PERCENT_DELAYED,OVERALL,SCHOOL_NAME_y
669,2019/2020,4296400,Meadowridge School,42,Maple Ridge-Pitt Meadows,Independent,12224 240 St,Maple Ridge,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.22433412,-122.5543349,Meadowridge,Independent,2019,Maple Ridge,Gr 12 enrolment: 45,0.0,0.0,0.0,81.8,0.0,100.0,0.0,9.4,Meadowridge
670,2019/2020,4343076,Centennial School,43,Coquitlam,Public,570 Poirier St,Coquitlam,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.25236784,-122.8487393,Centennial,Public,2015,Coquitlam,Gr 12 enrolment: 309,5.6,11.1,0.0,65.9,11.8,95.8,7.9,5.8,Centennial
671,2019/2020,4343076,Centennial School,43,Coquitlam,Public,570 Poirier St,Coquitlam,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.25236784,-122.8487393,Centennial,Public,2016,Coquitlam,Gr 12 enrolment: 309,5.6,11.1,0.0,66.5,14.1,93.8,18.0,5.3,Centennial
672,2019/2020,4343076,Centennial School,43,Coquitlam,Public,570 Poirier St,Coquitlam,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.25236784,-122.8487393,Centennial,Public,2017,Coquitlam,Gr 12 enrolment: 309,5.6,11.1,0.0,62.6,17.6,95.4,14.3,4.6,Centennial
673,2019/2020,4343076,Centennial School,43,Coquitlam,Public,570 Poirier St,Coquitlam,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.25236784,-122.8487393,Centennial,Public,2018,Coquitlam,Gr 12 enrolment: 309,5.6,11.1,0.0,68.0,15.0,98.7,12.0,5.6,Centennial
674,2019/2020,4343076,Centennial School,43,Coquitlam,Public,570 Poirier St,Coquitlam,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.25236784,-122.8487393,Centennial,Public,2019,Coquitlam,Gr 12 enrolment: 309,5.6,11.1,0.0,66.5,10.6,96.1,7.5,5.4,Centennial
675,2019/2020,4343088,Port Moody Secondary,43,Coquitlam,Public,300 Albert St,Port Moody,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.27378581,-122.8677869,Port Moody,Public,2015,Port Moody,Gr 12 enrolment: 328,5.5,10.9,0.0,73.2,9.4,95.8,4.8,7.0,Port Moody
676,2019/2020,4343088,Port Moody Secondary,43,Coquitlam,Public,300 Albert St,Port Moody,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.27378581,-122.8677869,Port Moody,Public,2016,Port Moody,Gr 12 enrolment: 328,5.5,10.9,0.0,72.6,12.0,93.9,12.0,6.2,Port Moody
677,2019/2020,4343088,Port Moody Secondary,43,Coquitlam,Public,300 Albert St,Port Moody,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.27378581,-122.8677869,Port Moody,Public,2017,Port Moody,Gr 12 enrolment: 328,5.5,10.9,0.0,68.8,14.6,90.4,13.3,5.4,Port Moody
678,2019/2020,4343088,Port Moody Secondary,43,Coquitlam,Public,300 Albert St,Port Moody,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.27378581,-122.8677869,Port Moody,Public,2018,Port Moody,Gr 12 enrolment: 328,5.5,10.9,0.0,73.3,15.0,91.1,14.0,5.0,Port Moody
679,2019/2020,4343088,Port Moody Secondary,43,Coquitlam,Public,300 Albert St,Port Moody,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.27378581,-122.8677869,Port Moody,Public,2019,Port Moody,Gr 12 enrolment: 328,5.5,10.9,0.0,69.3,14.1,94.9,10.3,4.4,Port Moody
680,2019/2020,4343125,Gleneagle Secondary,43,Coquitlam,Public,1195 Lansdowne Dr,Coquitlam,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.28418348,-122.8068089,Gleneagle,Public,2015,Coquitlam,Gr 12 enrolment: 331,2.4,9.0,0.0,72.6,8.3,92.3,9.9,6.6,Gleneagle
681,2019/2020,4343125,Gleneagle Secondary,43,Coquitlam,Public,1195 Lansdowne Dr,Coquitlam,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.28418348,-122.8068089,Gleneagle,Public,2016,Coquitlam,Gr 12 enrolment: 331,2.4,9.0,0.0,72.9,7.8,93.9,10.4,6.6,Gleneagle
682,2019/2020,4343125,Gleneagle Secondary,43,Coquitlam,Public,1195 Lansdowne Dr,Coquitlam,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.28418348,-122.8068089,Gleneagle,Public,2017,Coquitlam,Gr 12 enrolment: 331,2.4,9.0,0.0,67.8,12.1,95.3,7.9,6.0,Gleneagle
683,2019/2020,4343125,Gleneagle Secondary,43,Coquitlam,Public,1195 Lansdowne Dr,Coquitlam,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.28418348,-122.8068089,Gleneagle,Public,2018,Coquitlam,Gr 12 enrolment: 331,2.4,9.0,0.0,68.2,15.3,94.0,5.8,4.8,Gleneagle
684,2019/2020,4343125,Gleneagle Secondary,43,Coquitlam,Public,1195 Lansdowne Dr,Coquitlam,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.28418348,-122.8068089,Gleneagle,Public,2019,Coquitlam,Gr 12 enrolment: 331,2.4,9.0,0.0,70.4,10.4,93.2,11.4,5.2,Gleneagle
685,2019/2020,4343127,Heritage Woods Secondary,43,Coquitlam,Public,1300 David Ave,Port Moody,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.29877839,-122.841273,Heritage Woods,Public,2015,Port Moody,Gr 12 enrolment: 377,6.9,9.8,0.0,74.0,3.8,97.6,6.7,7.6,Heritage Woods
686,2019/2020,4343127,Heritage Woods Secondary,43,Coquitlam,Public,1300 David Ave,Port Moody,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.29877839,-122.841273,Heritage Woods,Public,2016,Port Moody,Gr 12 enrolment: 377,6.9,9.8,0.0,73.8,4.8,96.8,4.8,7.5,Heritage Woods
687,2019/2020,4343127,Heritage Woods Secondary,43,Coquitlam,Public,1300 David Ave,Port Moody,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.29877839,-122.841273,Heritage Woods,Public,2017,Port Moody,Gr 12 enrolment: 377,6.9,9.8,0.0,69.0,9.4,98.2,4.7,7.0,Heritage Woods
688,2019/2020,4343127,Heritage Woods Secondary,43,Coquitlam,Public,1300 David Ave,Port Moody,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.29877839,-122.841273,Heritage Woods,Public,2018,Port Moody,Gr 12 enrolment: 377,6.9,9.8,0.0,72.7,5.9,98.6,0.3,7.3,Heritage Woods
689,2019/2020,4343127,Heritage Woods Secondary,43,Coquitlam,Public,1300 David Ave,Port Moody,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.29877839,-122.841273,Heritage Woods,Public,2019,Port Moody,Gr 12 enrolment: 377,6.9,9.8,0.0,71.9,3.8,98.6,2.5,7.6,Heritage Woods
690,2019/2020,4343130,Pinetree Secondary,43,Coquitlam,Public,3000 Pinewood Ave,Coquitlam,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.28996442,-122.7905845,Pinetree,Public,2015,Coquitlam,Gr 12 enrolment: 433,6.7,6.6,0.0,73.6,7.5,96.6,15.2,6.8,Pinetree
691,2019/2020,4343130,Pinetree Secondary,43,Coquitlam,Public,3000 Pinewood Ave,Coquitlam,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.28996442,-122.7905845,Pinetree,Public,2016,Coquitlam,Gr 12 enrolment: 433,6.7,6.6,0.0,73.5,7.6,95.1,11.5,7.1,Pinetree
692,2019/2020,4343130,Pinetree Secondary,43,Coquitlam,Public,3000 Pinewood Ave,Coquitlam,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.28996442,-122.7905845,Pinetree,Public,2017,Coquitlam,Gr 12 enrolment: 433,6.7,6.6,0.0,67.7,12.6,95.1,13.4,5.7,Pinetree
693,2019/2020,4343130,Pinetree Secondary,43,Coquitlam,Public,3000 Pinewood Ave,Coquitlam,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.28996442,-122.7905845,Pinetree,Public,2018,Coquitlam,Gr 12 enrolment: 433,6.7,6.6,0.0,69.3,10.8,93.5,11.7,5.3,Pinetree
694,2019/2020,4343130,Pinetree Secondary,43,Coquitlam,Public,3000 Pinewood Ave,Coquitlam,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.28996442,-122.7905845,Pinetree,Public,2019,Coquitlam,Gr 12 enrolment: 433,6.7,6.6,0.0,67.2,12.4,96.4,15.5,4.7,Pinetree
695,2019/2020,4343132,Ecole Riverside Secondary,43,Coquitlam,Public,2215 Reeve St,Port Coquitlam,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.2560572,-122.789099,Riverside,Public,2015,Port Coquitlam,Gr 12 enrolment: 381,3.3,13.7,24.3,68.2,9.6,97.3,7.1,6.4,Riverside
696,2019/2020,4343132,Ecole Riverside Secondary,43,Coquitlam,Public,2215 Reeve St,Port Coquitlam,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.2560572,-122.789099,Riverside,Public,2016,Port Coquitlam,Gr 12 enrolment: 381,3.3,13.7,24.3,68.1,10.5,95.9,5.6,6.2,Riverside
697,2019/2020,4343132,Ecole Riverside Secondary,43,Coquitlam,Public,2215 Reeve St,Port Coquitlam,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.2560572,-122.789099,Riverside,Public,2017,Port Coquitlam,Gr 12 enrolment: 381,3.3,13.7,24.3,64.8,13.8,94.3,9.9,5.0,Riverside
698,2019/2020,4343132,Ecole Riverside Secondary,43,Coquitlam,Public,2215 Reeve St,Port Coquitlam,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.2560572,-122.789099,Riverside,Public,2018,Port Coquitlam,Gr 12 enrolment: 381,3.3,13.7,24.3,67.2,14.9,98.1,8.8,5.3,Riverside
699,2019/2020,4343132,Ecole Riverside Secondary,43,Coquitlam,Public,2215 Reeve St,Port Coquitlam,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.2560572,-122.789099,Riverside,Public,2019,Port Coquitlam,Gr 12 enrolment: 381,3.3,13.7,24.3,69.1,8.7,95.4,6.5,5.5,Riverside
700,2019/2020,4343136,Terry Fox Secondary,43,Coquitlam,Public,1260 Riverwood Gate,Port Coquitlam,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.26255813,-122.7483185,Terry Fox,Public,2015,Port Coquitlam,Gr 12 enrolment: 457,2.0,14.8,0.0,67.9,9.6,97.8,10.3,6.3,Terry Fox
701,2019/2020,4343136,Terry Fox Secondary,43,Coquitlam,Public,1260 Riverwood Gate,Port Coquitlam,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.26255813,-122.7483185,Terry Fox,Public,2016,Port Coquitlam,Gr 12 enrolment: 457,2.0,14.8,0.0,65.5,14.3,91.8,19.6,4.9,Terry Fox
702,2019/2020,4343136,Terry Fox Secondary,43,Coquitlam,Public,1260 Riverwood Gate,Port Coquitlam,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.26255813,-122.7483185,Terry Fox,Public,2017,Port Coquitlam,Gr 12 enrolment: 457,2.0,14.8,0.0,64.4,14.5,92.7,15.6,5.0,Terry Fox
703,2019/2020,4343136,Terry Fox Secondary,43,Coquitlam,Public,1260 Riverwood Gate,Port Coquitlam,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.26255813,-122.7483185,Terry Fox,Public,2018,Port Coquitlam,Gr 12 enrolment: 457,2.0,14.8,0.0,62.3,20.0,94.6,16.2,3.2,Terry Fox
704,2019/2020,4343136,Terry Fox Secondary,43,Coquitlam,Public,1260 Riverwood Gate,Port Coquitlam,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.26255813,-122.7483185,Terry Fox,Public,2019,Port Coquitlam,Gr 12 enrolment: 457,2.0,14.8,0.0,64.5,12.0,95.4,12.2,4.6,Terry Fox
705,2019/2020,4396579,British Columbia Christian Academy,43,Coquitlam,Independent,1019 Fernwood Ave,Port Coquitlam,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.28047757,-122.7435681,British Columbia Christian,Independent,2015,Port Coquitlam,Gr 12 enrolment: 38,0.6,8.7,0.0,70.5,9.5,100.0,11.4,6.2,British Columbia Christian
706,2019/2020,4396579,British Columbia Christian Academy,43,Coquitlam,Independent,1019 Fernwood Ave,Port Coquitlam,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.28047757,-122.7435681,British Columbia Christian,Independent,2016,Port Coquitlam,Gr 12 enrolment: 38,0.6,8.7,0.0,70.3,11.2,92.3,31.5,5.0,British Columbia Christian
707,2019/2020,4396579,British Columbia Christian Academy,43,Coquitlam,Independent,1019 Fernwood Ave,Port Coquitlam,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.28047757,-122.7435681,British Columbia Christian,Independent,2017,Port Coquitlam,Gr 12 enrolment: 38,0.6,8.7,0.0,,,,,,British Columbia Christian
708,2019/2020,4396579,British Columbia Christian Academy,43,Coquitlam,Independent,1019 Fernwood Ave,Port Coquitlam,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.28047757,-122.7435681,British Columbia Christian,Independent,2018,Port Coquitlam,Gr 12 enrolment: 38,0.6,8.7,0.0,,,,,,British Columbia Christian
709,2019/2020,4396579,British Columbia Christian Academy,43,Coquitlam,Independent,1019 Fernwood Ave,Port Coquitlam,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.28047757,-122.7435681,British Columbia Christian,Independent,2019,Port Coquitlam,Gr 12 enrolment: 38,0.6,8.7,0.0,73.0,5.9,93.9,20.9,4.7,British Columbia Christian
710,2019/2020,4396629,Archbishop Carney Regional Secondary,43,Coquitlam,Independent,1335 Dominion Ave,Port Coquitlam,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.25918233,-122.7518326,Archbishop Carney,Independent,2015,Port Coquitlam,Gr 12 enrolment: 113,5.2,4.9,0.0,73.6,4.6,100.0,0.0,8.0,Archbishop Carney
711,2019/2020,4396629,Archbishop Carney Regional Secondary,43,Coquitlam,Independent,1335 Dominion Ave,Port Coquitlam,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.25918233,-122.7518326,Archbishop Carney,Independent,2016,Port Coquitlam,Gr 12 enrolment: 113,5.2,4.9,0.0,73.9,5.7,96.7,2.9,7.7,Archbishop Carney
712,2019/2020,4396629,Archbishop Carney Regional Secondary,43,Coquitlam,Independent,1335 Dominion Ave,Port Coquitlam,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.25918233,-122.7518326,Archbishop Carney,Independent,2017,Port Coquitlam,Gr 12 enrolment: 113,5.2,4.9,0.0,70.2,10.2,100.0,0.0,6.8,Archbishop Carney
713,2019/2020,4396629,Archbishop Carney Regional Secondary,43,Coquitlam,Independent,1335 Dominion Ave,Port Coquitlam,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.25918233,-122.7518326,Archbishop Carney,Independent,2018,Port Coquitlam,Gr 12 enrolment: 113,5.2,4.9,0.0,72.4,2.7,100.0,0.0,7.6,Archbishop Carney
714,2019/2020,4396629,Archbishop Carney Regional Secondary,43,Coquitlam,Independent,1335 Dominion Ave,Port Coquitlam,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.25918233,-122.7518326,Archbishop Carney,Independent,2019,Port Coquitlam,Gr 12 enrolment: 113,5.2,4.9,0.0,72.7,2.5,100.0,0.0,8.1,Archbishop Carney
715,2019/2020,4444012,Sutherland Secondary,44,North Vancouver,Public,1860 Sutherland Ave,North Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.32614261,-123.0527789,Sutherland,Public,2015,North Vancouver,Gr 12 enrolment: 155,2.0,12.3,2.1,69.2,9.5,92.0,21.1,5.9,Sutherland
716,2019/2020,4444012,Sutherland Secondary,44,North Vancouver,Public,1860 Sutherland Ave,North Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.32614261,-123.0527789,Sutherland,Public,2016,North Vancouver,Gr 12 enrolment: 155,2.0,12.3,2.1,67.9,10.5,90.2,24.2,5.6,Sutherland
717,2019/2020,4444012,Sutherland Secondary,44,North Vancouver,Public,1860 Sutherland Ave,North Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.32614261,-123.0527789,Sutherland,Public,2017,North Vancouver,Gr 12 enrolment: 155,2.0,12.3,2.1,67.4,11.2,87.7,18.8,4.6,Sutherland
718,2019/2020,4444012,Sutherland Secondary,44,North Vancouver,Public,1860 Sutherland Ave,North Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.32614261,-123.0527789,Sutherland,Public,2018,North Vancouver,Gr 12 enrolment: 155,2.0,12.3,2.1,70.2,10.8,91.8,16.7,6.0,Sutherland
719,2019/2020,4444012,Sutherland Secondary,44,North Vancouver,Public,1860 Sutherland Ave,North Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.32614261,-123.0527789,Sutherland,Public,2019,North Vancouver,Gr 12 enrolment: 155,2.0,12.3,2.1,67.4,9.6,97.7,11.9,4.9,Sutherland
720,2019/2020,4444022,Argyle Secondary,44,North Vancouver,Public,1131 Frederick Rd,North Vancouver,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.34127323,-123.0421697,Argyle,Public,2015,North Vancouver,Gr 12 enrolment: 275,1.9,13.1,23.4,69.1,9.5,93.7,12.3,6.1,Argyle
721,2019/2020,4444022,Argyle Secondary,44,North Vancouver,Public,1131 Frederick Rd,North Vancouver,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.34127323,-123.0421697,Argyle,Public,2016,North Vancouver,Gr 12 enrolment: 275,1.9,13.1,23.4,71.3,6.6,95.9,13.0,6.9,Argyle
722,2019/2020,4444022,Argyle Secondary,44,North Vancouver,Public,1131 Frederick Rd,North Vancouver,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.34127323,-123.0421697,Argyle,Public,2017,North Vancouver,Gr 12 enrolment: 275,1.9,13.1,23.4,69.3,8.4,94.0,16.0,5.3,Argyle
723,2019/2020,4444022,Argyle Secondary,44,North Vancouver,Public,1131 Frederick Rd,North Vancouver,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.34127323,-123.0421697,Argyle,Public,2018,North Vancouver,Gr 12 enrolment: 275,1.9,13.1,23.4,71.1,7.9,94.9,9.5,5.8,Argyle
724,2019/2020,4444022,Argyle Secondary,44,North Vancouver,Public,1131 Frederick Rd,North Vancouver,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.34127323,-123.0421697,Argyle,Public,2019,North Vancouver,Gr 12 enrolment: 275,1.9,13.1,23.4,69.5,4.5,97.8,6.0,6.4,Argyle
725,2019/2020,4444025,Handsworth Secondary,44,North Vancouver,Public,1044 Edgewood Rd,North Vancouver,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.35140441,-123.1008365,Handsworth,Public,2015,North Vancouver,Gr 12 enrolment: 288,3.4,7.9,23.1,74.1,4.7,95.8,9.0,7.3,Handsworth
726,2019/2020,4444025,Handsworth Secondary,44,North Vancouver,Public,1044 Edgewood Rd,North Vancouver,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.35140441,-123.1008365,Handsworth,Public,2016,North Vancouver,Gr 12 enrolment: 288,3.4,7.9,23.1,75.3,3.6,99.0,4.8,7.9,Handsworth
727,2019/2020,4444025,Handsworth Secondary,44,North Vancouver,Public,1044 Edgewood Rd,North Vancouver,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.35140441,-123.1008365,Handsworth,Public,2017,North Vancouver,Gr 12 enrolment: 288,3.4,7.9,23.1,72.9,4.6,97.4,4.9,8.0,Handsworth
728,2019/2020,4444025,Handsworth Secondary,44,North Vancouver,Public,1044 Edgewood Rd,North Vancouver,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.35140441,-123.1008365,Handsworth,Public,2018,North Vancouver,Gr 12 enrolment: 288,3.4,7.9,23.1,73.0,6.5,97.7,5.8,6.8,Handsworth
729,2019/2020,4444025,Handsworth Secondary,44,North Vancouver,Public,1044 Edgewood Rd,North Vancouver,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.35140441,-123.1008365,Handsworth,Public,2019,North Vancouver,Gr 12 enrolment: 288,3.4,7.9,23.1,72.5,4.6,98.9,2.4,7.3,Handsworth
730,2019/2020,4444026,Windsor Secondary,44,North Vancouver,Public,931 Broadview Dr,North Vancouver,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.31386993,-122.9979818,Windsor,Public,2015,North Vancouver,Gr 12 enrolment: 194,1.0,11.5,22.0,72.1,6.9,94.7,10.3,6.9,Windsor
731,2019/2020,4444026,Windsor Secondary,44,North Vancouver,Public,931 Broadview Dr,North Vancouver,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.31386993,-122.9979818,Windsor,Public,2016,North Vancouver,Gr 12 enrolment: 194,1.0,11.5,22.0,72.0,6.9,97.3,3.7,7.7,Windsor
732,2019/2020,4444026,Windsor Secondary,44,North Vancouver,Public,931 Broadview Dr,North Vancouver,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.31386993,-122.9979818,Windsor,Public,2017,North Vancouver,Gr 12 enrolment: 194,1.0,11.5,22.0,68.6,6.0,96.8,4.0,6.9,Windsor
733,2019/2020,4444026,Windsor Secondary,44,North Vancouver,Public,931 Broadview Dr,North Vancouver,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.31386993,-122.9979818,Windsor,Public,2018,North Vancouver,Gr 12 enrolment: 194,1.0,11.5,22.0,68.4,9.5,96.8,6.1,6.0,Windsor
734,2019/2020,4444026,Windsor Secondary,44,North Vancouver,Public,931 Broadview Dr,North Vancouver,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.31386993,-122.9979818,Windsor,Public,2019,North Vancouver,Gr 12 enrolment: 194,1.0,11.5,22.0,70.7,6.7,100.0,3.7,6.8,Windsor
735,2019/2020,4444036,Carson Graham Secondary,44,North Vancouver,Public,2145 Jones Ave,North Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.32886505,-123.082976,Carson Graham,Public,2015,North Vancouver,Gr 12 enrolment: 299,3.5,12.4,0.4,64.6,14.9,94.7,14.3,4.8,Carson Graham
736,2019/2020,4444036,Carson Graham Secondary,44,North Vancouver,Public,2145 Jones Ave,North Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.32886505,-123.082976,Carson Graham,Public,2016,North Vancouver,Gr 12 enrolment: 299,3.5,12.4,0.4,65.7,14.2,94.5,16.4,4.6,Carson Graham
737,2019/2020,4444036,Carson Graham Secondary,44,North Vancouver,Public,2145 Jones Ave,North Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.32886505,-123.082976,Carson Graham,Public,2017,North Vancouver,Gr 12 enrolment: 299,3.5,12.4,0.4,65.3,10.6,94.3,15.3,5.2,Carson Graham
738,2019/2020,4444036,Carson Graham Secondary,44,North Vancouver,Public,2145 Jones Ave,North Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.32886505,-123.082976,Carson Graham,Public,2018,North Vancouver,Gr 12 enrolment: 299,3.5,12.4,0.4,68.0,11.2,94.1,12.7,4.8,Carson Graham
739,2019/2020,4444036,Carson Graham Secondary,44,North Vancouver,Public,2145 Jones Ave,North Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.32886505,-123.082976,Carson Graham,Public,2019,North Vancouver,Gr 12 enrolment: 299,3.5,12.4,0.4,70.2,5.7,98.8,10.9,6.4,Carson Graham
740,2019/2020,4444047,Seycove Secondary Community,44,North Vancouver,Public,1204 Caledonia Ave,North Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.3184067,-122.9505872,Seycove,Public,2015,North Vancouver,Gr 12 enrolment: 113,0.2,12.9,0.2,72.4,5.7,98.5,3.6,6.8,Seycove
741,2019/2020,4444047,Seycove Secondary Community,44,North Vancouver,Public,1204 Caledonia Ave,North Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.3184067,-122.9505872,Seycove,Public,2016,North Vancouver,Gr 12 enrolment: 113,0.2,12.9,0.2,74.3,4.6,97.9,6.5,7.3,Seycove
742,2019/2020,4444047,Seycove Secondary Community,44,North Vancouver,Public,1204 Caledonia Ave,North Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.3184067,-122.9505872,Seycove,Public,2017,North Vancouver,Gr 12 enrolment: 113,0.2,12.9,0.2,70.4,6.7,96.5,8.6,6.8,Seycove
743,2019/2020,4444047,Seycove Secondary Community,44,North Vancouver,Public,1204 Caledonia Ave,North Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.3184067,-122.9505872,Seycove,Public,2018,North Vancouver,Gr 12 enrolment: 113,0.2,12.9,0.2,76.1,4.1,97.0,7.8,7.6,Seycove
