SCHOOL_YEAR,SCHOOL_NUMBER,SCHOOL_NAME,DISTRICT_NUMBER,DISTRICT_NAME,PUBLIC_OR_INDEPENDENT,STREET_ADDRESS,PHYSICAL_ADDRESS_CITY,FACILTY_TYPE,SCHOOL_EDUCATION_LEVEL,HAS_CORE_FRENCH,HAS_EARLY_FRENCH_IMMERSION,HAS_LATE_FRENCH_IMMERSION,HAS_PROG_FRANCOPHONE,SCHOOL_LATITUDE,SCHOOL_LONGITUDE
2019/2020,3737033,Port Guichon Elementary,037,Delta,Public School,4381 46A St,Delta                         ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.0833643,-123.098376
2019/2020,3737034,Burnsview Secondary,037,Delta,Public School,7658 112 St,Delta                         ,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.14179638,-122.9116716
2019/2020,3737035,Holly Elementary,037,Delta,Public School,4625 62 St,Delta                         ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.0872762,-123.0537759
2019/2020,3737037,South Delta Secondary,037,Delta,Public School,750 53 St,Delta                         ,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.01669018,-123.0758668
2019/2020,3737038,Sands Secondary,037,Delta,Public School,10840 82 Ave,Delta                         ,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.15166039,-122.922406
2019/2020,3737039,Cougar Canyon Elementary,037,Delta,Public School,11664 Lyon Rd,Delta                         ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.12555369,-122.8989247
2019/2020,3737040,Seaquam Secondary,037,Delta,Public School,11584 Lyon Rd,Delta                         ,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.12680593,-122.9022507
2019/2020,3737041,Pinewood Elementary,037,Delta,Public School,11777 Pinewood Dr,Delta                         ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.11511682,-122.8964724
2019/2020,3737043,Neilson Grove Elementary,037,Delta,Public School,5500 Admiral Blvd,Delta                         ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.10584772,-123.0734843
2019/2020,3796095,Sacred Heart,037,Delta,Independent School,PO Box 10 STN Main,Delta                         ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.07522351,-123.0775191
2019/2020,3796130,Immaculate Conception School,037,Delta,Independent School,8840 119 St,Delta                         ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.164982,-122.8926015
2019/2020,3796132,Delta Christian School,037,Delta,Independent School,4789 53 St,Delta                         ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.08973983,-123.0767456
2019/2020,3796535,Boundary Bay Montessori House,037,Delta,Independent School,3800 72 St,Delta                         ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.07133935,-123.0222993
2019/2020,3796694,Southpointe Academy,037,Delta,Independent School,1900 56 St,Delta                         ,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.03709554,-123.0680846
2019/2020,3799141,Home Quest,037,Delta,Public School,9240 112 St,Delta                         ,Distributed Learning Programs           ,ELEMENTARY JR SECONDARY,YES,NO,NO,NO,49.1706023,-122.9104705
2019/2020,3799170,Delta Access,037,Delta,Public School,11584 Lyon Rd,Delta                         ,Distributed Learning Programs           ,SECONDARY,NO,YES,NO,NO,49.12680593,-122.9022507
2019/2020,3838000,Continuing Ed SD 38,038,Richmond,Public School,7811 Granville Ave,Richmond                      ,Continuing Education                    ,SECONDARY,NO,NO,NO,NO,49.16305246,-123.139522
2019/2020,3838001,Mitchell Elementary,038,Richmond,Public School,12091 Cambie Rd,Richmond                      ,Standard School                         ,ELEMENTARY,YES,YES,NO,NO,49.18539949,-123.0900988
2019/2020,3838005,Lord Byng Elementary,038,Richmond,Public School,3711 Georgia St,Richmond                      ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.13065335,-123.1827049
2019/2020,3838006,Hamilton Elementary,038,Richmond,Public School,5180 Smith Dr,Richmond                      ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.1760321,-122.9653229
2019/2020,3838008,Garden City Elementary,038,Richmond,Public School,8311 Garden City Rd,Richmond                      ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.15226102,-123.1261303
2019/2020,3838009,R M Grauer Elementary,038,Richmond,Public School,4440 Blundell Rd,Richmond                      ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.1549492,-123.1747455
2019/2020,3838010,Sea Island Elementary,038,Richmond,Public School,1891 Wellington Cres,Richmond                      ,Standard School                         ,NO ENROLMENT REPORTED,NO,NO,NO,NO,49.19120984,-123.1498759
2019/2020,3838013,James Thompson Elementary,038,Richmond,Public School,6211 Forsyth Cres,Richmond                      ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.16798829,-123.1790016
2019/2020,3838014,Blundell Elementary,038,Richmond,Public School,6480 Blundell Rd,Richmond                      ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.15468158,-123.1520418
2019/2020,3838015,William Cook Elementary,038,Richmond,Public School,8600 Cook Rd,Richmond                      ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.16552581,-123.1276592
2019/2020,3838016,James Whiteside Elementary,038,Richmond,Public School,9282 Williams Rd,Richmond                      ,Standard School                         ,ELEMENTARY,YES,YES,YES,NO,49.13968362,-123.1205353
2019/2020,3838017,Robert J Tait Elementary,038,Richmond,Public School,10071 Finlayson Dr,Richmond                      ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.1963706,-123.1112652
2019/2020,3838019,Thomas Kidd Elementary,038,Richmond,Public School,10851 Shell Rd,Richmond                      ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.13567972,-123.1040262
2019/2020,3838020,Alfred B Dixon Elementary,038,Richmond,Public School,9331 Diamond Rd,Richmond                      ,Standard School                         ,ELEMENTARY,YES,YES,NO,NO,49.14441927,-123.1846548
2019/2020,3838021,John T Errington Elementary,038,Richmond,Public School,9831 Herbert Rd,Richmond                      ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.14316681,-123.1420488
2019/2020,3838023,Tomsett Elementary,038,Richmond,Public School,9671 Odlin Rd,Richmond                      ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.18284874,-123.1161215
2019/2020,3838024,R C Palmer Secondary,038,Richmond,Public School,8160 St. Albans Rd,Richmond                      ,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.15408002,-123.1294812
2019/2020,3838025,James Gilmore Elementary,038,Richmond,Public School,8380 Elsmore Rd,Richmond                      ,Standard School                         ,ELEMENTARY,YES,YES,NO,NO,49.15165087,-123.1875059
2019/2020,3838026,Walter Lee Elementary,038,Richmond,Public School,9491 Ash St,Richmond                      ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.14481686,-123.120354
2019/2020,3838027,W D Ferris Elementary,038,Richmond,Public School,7520 Sunnymede Cres,Richmond                      ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.15409933,-123.1444239
2019/2020,3838029,Daniel Woodward Elementary,038,Richmond,Public School,10300 Seacote Rd,Richmond                      ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.1379686,-123.0971288
2019/2020,3838030,Donald E McKay Elementary,038,Richmond,Public School,7360 Lombard Rd,Richmond                      ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.15965453,-123.1655211
2019/2020,3838031,Hugh Boyd Secondary,038,Richmond,Public School,9200 No. 1 Rd,Richmond                      ,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.1457787,-123.1785363
2019/2020,3838033,Hugh McRoberts Secondary,038,Richmond,Public School,8980 Williams Rd,Richmond                      ,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.1401466,-123.126686
2019/2020,3838035,Samuel Brighouse Elementary,038,Richmond,Public School,6800 Azure Rd,Richmond                      ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.16678283,-123.1508774
2019/2020,3838037,Howard De Beck Elementary,038,Richmond,Public School,8600 Ash St,Richmond                      ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.1504636,-123.1183649
2019/2020,3838040,James McKinney Elementary,038,Richmond,Public School,10451 Lassam Rd,Richmond                      ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.13689706,-123.1645741
2019/2020,3838041,Manoah Steves Elementary,038,Richmond,Public School,10111 Fourth Ave,Richmond                      ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.13950355,-123.1877077
2019/2020,3838042,J N Burnett Secondary,038,Richmond,Public School,5011 Granville Ave,Richmond                      ,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.16377222,-123.1691977
2019/2020,3838043,William Bridge Elementary,038,Richmond,Public School,10400 Leonard Rd,Richmond                      ,Standard School                         ,ELEMENTARY,YES,YES,NO,NO,49.13694838,-123.1329952
2019/2020,3838044,Matthew McNair Secondary,038,Richmond,Public School,9500 No. 4 Rd,Richmond                      ,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.14228188,-123.112997
2019/2020,3838045,Steveston-London Secondary,038,Richmond,Public School,6600 Williams Rd,Richmond                      ,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.13905161,-123.1498663
2019/2020,3838046,Maple Lane Elementary,038,Richmond,Public School,7671 Alouette Dr,Richmond                      ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.1380858,-123.1416231
2019/2020,3838047,Quilchena Elementary,038,Richmond,Public School,3760 Moresby Dr,Richmond                      ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.15871663,-123.1860638
2019/2020,3838048,Kingswood Elementary,038,Richmond,Public School,11511 King Rd,Richmond                      ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.1454227,-123.0953958
2019/2020,3838049,Westwind Elementary,038,Richmond,Public School,11371 Kingfisher Dr,Richmond                      ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.13036446,-123.1645503
2019/2020,3838052,John G Diefenbaker Elementary,038,Richmond,Public School,4511 Hermitage Dr,Richmond                      ,Standard School                         ,ELEMENTARY,YES,NO,YES,NO,49.13776634,-123.1766919
2019/2020,3838053,Tomekichi Homma Elementary,038,Richmond,Public School,5100 Brunswick Dr,Richmond                      ,Standard School                         ,ELEMENTARY,YES,YES,NO,NO,49.12294237,-123.1684639
2019/2020,3838054,R. C. Talmey Elementary,038,Richmond,Public School,9500 Kilby Dr,Richmond                      ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.18806231,-123.1184026
2019/2020,3838055,Kathleen McNeely Elementary,038,Richmond,Public School,12440 Woodhead Rd,Richmond                      ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.1824211,-123.0850197
2019/2020,3838056,Jessie Wowk Elementary,038,Richmond,Public School,5380 Woodwards Rd,Richmond                      ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.14335027,-123.1638842
2019/2020,3838057,General Currie Elementary,038,Richmond,Public School,8220 General Currie Rd,Richmond                      ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.15839223,-123.1332214
2019/2020,3838058,Cambie Secondary,038,Richmond,Public School,4151 Jacombs Rd,Richmond                      ,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.18340042,-123.0815928
2019/2020,3838059,Henry Anderson Elementary,038,Richmond,Public School,9460 Alberta Rd,Richmond                      ,Standard School                         ,ELEMENTARY,YES,YES,NO,NO,49.16473444,-123.1188308
2019/2020,3838060,Archibald Blair Elementary,038,Richmond,Public School,6551 Lynas Lane,Richmond                      ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.165229,-123.1656613
2019/2020,3838062,Robert Alexander McMath Secondary,038,Richmond,Public School,4251 Garry St,Richmond                      ,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.13072133,-123.1789291
2019/2020,3838063,Spul'u'kwuks Elementary,038,Richmond,Public School,5999 Blanshard Dr,Richmond                      ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.1708145,-123.1851195
2019/2020,3838064,A.R. MacNeill Secondary,038,Richmond,Public School,6611 No. 4 Rd,Richmond                      ,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.16444933,-123.1159225
2019/2020,3838065,Richmond Secondary,038,Richmond,Public School,7171 Minoru Blvd,Richmond                      ,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.1613099,-123.1427179
2019/2020,3895009,Deaf/Blind Program,038,Richmond,Public School,7811 Granville Ave,Richmond                      ,Long Term PRP                           ,NO ENROLMENT REPORTED,NO,NO,NO,NO,49.16305246,-123.139522
2019/2020,3895065,Provincial Early Intervention Program,038,Richmond,Public School,10300 Seacote Rd,Richmond                      ,Long Term PRP                           ,NO ENROLMENT REPORTED,NO,NO,NO,NO,49.1379686,-123.0971288
2019/2020,3896103,St Paul School,038,Richmond,Independent School,8251 St. Albans Rd,Richmond                      ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.15318817,-123.1325544
2019/2020,3896178,Richmond Christian School,038,Richmond,Independent School,10200 No 5 Rd,Richmond                      ,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.13731827,-123.0911554
2019/2020,3896399,BC Muslim School,038,Richmond,Independent School,12300 Blundell Rd,Richmond                      ,Standard School                         ,ELEMENTARY,NO,NO,NO,NO,49.15298837,-123.0878102
