SCHOOL_YEAR,SCHOOL_NUMBER,SCHOOL_NAME,DISTRICT_NUMBER,DISTRICT_NAME,PUBLIC_OR_INDEPENDENT,STREET_ADDRESS,PHYSICAL_ADDRESS_CITY,FACILTY_TYPE,SCHOOL_EDUCATION_LEVEL,HAS_CORE_FRENCH,HAS_EARLY_FRENCH_IMMERSION,HAS_LATE_FRENCH_IMMERSION,HAS_PROG_FRANCOPHONE,SCHOOL_LATITUDE,SCHOOL_LONGITUDE
2019/2020,7397035,Skeetchestn Community School,073,Kamloops-Thompson,Independent School,PO Box 178,Savona                        ,Standard School                         ,ELEMENTARY SECONDARY,NO,NO,NO,NO,50.840915,-120.945977
2019/2020,7397036,Sk'elep School of Excellence,073,Kamloops-Thompson,Independent School,365 Pow Wow Trail,Kamloops                      ,Standard School                         ,ELEMENTARY,NO,NO,NO,NO,50.680055,-120.296894
2019/2020,7399042,Twin Rivers Education Centre,073,Kamloops-Thompson,Public School,655 Holt St,Kamloops                      ,Alternate Programs                      ,SECONDARY,NO,NO,NO,NO,50.70744695,-120.3879707
2019/2020,7399103,@ KOOL,073,Kamloops-Thompson,Public School,1770 Springview Pl,Kamloops                      ,Distributed Learning Programs           ,ELEMENTARY SECONDARY,YES,NO,NO,NO,50.6570074,-120.3600263
2019/2020,7429007,Gold Bridge Community,074,Gold Trail,Public School,General Delivery,Gold Bridge                   ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,50.85292719,-122.8360831
2019/2020,7429012,Cayoosh Elementary,074,Gold Trail,Public School,PO Box 649,Lillooet                      ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,50.69237399,-121.939703
2019/2020,7429014,George M Murray Elementary,074,Gold Trail,Public School,PO Box 968,Lillooet                      ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,50.71468254,-121.9176001
2019/2020,7429015,Lillooet Secondary,074,Gold Trail,Public School,PO Box 760,Lillooet                      ,Standard School                         ,SECONDARY,YES,NO,NO,NO,50.68521571,-121.9424875
2019/2020,7430007,Lytton Elementary,074,Gold Trail,Public School,PO Box 219,Lytton                        ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,50.23346991,-121.5794639
2019/2020,7430009,Cache Creek Elementary,074,Gold Trail,Public School,PO Box 128,Cache Creek                   ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,50.80998111,-121.327393
2019/2020,7430010,Kumsheen Elem-Secondary,074,Gold Trail,Public School,PO Box 60,Lytton                        ,Standard School                         ,SECONDARY,NO,NO,NO,NO,50.22270712,-121.5769063
2019/2020,7474018,David Stoddart,074,Gold Trail,Public School,PO Box 129,Clinton                       ,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,51.08566491,-121.5900778
2019/2020,7474019,Desert Sands Community School,074,Gold Trail,Public School,PO Box 669,Ashcroft                      ,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,50.73415592,-121.2677641
2019/2020,7496333,Fountainview Academy,074,Gold Trail,Independent School,PO Box 500,Lillooet                      ,Standard School                         ,SECONDARY,NO,NO,NO,NO,50.53433684,-121.7679285
2019/2020,7497493,Stein Valley Nlakapamux School,074,Gold Trail,Independent School,Bag 300,Lytton                        ,Standard School                         ,ELEMENTARY SECONDARY,NO,NO,NO,NO,50.267119,-121.601054
2019/2020,7575000,Continuing Ed SD 75,075,Mission,Public School,33919 Dewdney Trunk Rd,Mission                       ,Continuing Education                    ,SENIOR SECONDARY,NO,NO,NO,NO,49.15877957,-122.2855062
2019/2020,7575001,Hatzic Elementary,075,Mission,Public School,8465 Draper St,Mission                       ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.15603377,-122.2556773
2019/2020,7575006,Dewdney Elementary,075,Mission,Public School,37151 Hawkins-Pickle Rd B107,Dewdney                       ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.16542789,-122.1964858
2019/2020,7575007,Mission Central Elementary,075,Mission,Public School,7466 Welton St,Mission                       ,Standard School                         ,ELEMENTARY,YES,YES,NO,NO,49.13741684,-122.3039267
2019/2020,7575014,Mission Senior Secondary,075,Mission,Public School,32939 Seventh Ave,Mission                       ,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.14110618,-122.3129219
2019/2020,7575015,Edwin S Richards Elementary,075,Mission,Public School,33419 Cherry Ave,Mission                       ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.15525658,-122.2990567
2019/2020,7575018,West Heights Elementary,075,Mission,Public School,32065 Van Velzen Ave,Mission                       ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.1424571,-122.3368237
2019/2020,7575019,Silverdale Elementary,075,Mission,Public School,29715 Donatelli Ave,Mission                       ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.16269235,-122.400918
2019/2020,7575020,Windebank Elementary,075,Mission,Public School,33570 11th Ave,Mission                       ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.14415833,-122.2938521
2019/2020,7575023,Cherry Hill Elementary,075,Mission,Public School,32557 Best Ave,Mission                       ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.15178769,-122.3224964
2019/2020,7575027,Hillside Traditional Academy,075,Mission,Public School,33621 Best Ave,Mission                       ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.15147048,-122.2930145
2019/2020,7575028,Albert McMahon Elementary,075,Mission,Public School,32865 Cherry Ave,Mission                       ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.15519814,-122.3142289
2019/2020,7575029,Christine Morrison Elementary,075,Mission,Public School,32611 McRae Ave,Mission                       ,Standard School                         ,ELEMENTARY,YES,YES,NO,NO,49.14457883,-122.3215291
2019/2020,7575030,Stave Falls Elementary,075,Mission,Public School,30204 Brackley Ave,Mission                       ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.2225053,-122.3868719
2019/2020,7575032,Deroche Elementary,075,Mission,Public School,10340 N Deroche Rd,Deroche                       ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.19033012,-122.0734991
2019/2020,7575035,Hatzic Middle School,075,Mission,Public School,34800 Dewdney Trunk Rd,Mission                       ,Standard School                         ,MIDDLE SCHOOL,YES,NO,NO,NO,49.1529737,-122.2600625
2019/2020,7575036,Ecole Heritage Park Middle School,075,Mission,Public School,33700 Prentis Ave,Mission                       ,Standard School                         ,MIDDLE SCHOOL,YES,YES,NO,NO,49.14352755,-122.2904754
2019/2020,7596034,Seminary of Christ the King,075,Mission,Independent School,PO Box 3310,Mission                       ,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.15408284,-122.2703313
2019/2020,7596460,Valley Christian School,075,Mission,Independent School,8955 Cedar St,Mission                       ,Standard School                         ,ELEMENTARY JR SECONDARY,NO,NO,NO,NO,49.16470898,-122.3171868
2019/2020,7596839,Valley Christian School DL,075,Mission,Independent School,8955 Cedar St,Mission                       ,Distributed Learning Programs           ,ELEMENTARY JR SECONDARY,NO,NO,NO,NO,49.16470898,-122.3171868
2019/2020,7599133,Summit Learning Centre,075,Mission,Public School,32939 7th Ave,Mission                       ,Distributed Learning Programs           ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.13980127,-122.3257952
2019/2020,7599287,Fraserview Learning Centre,075,Mission,Public School,32444 7th Ave,Mission                       ,Alternate Programs                      ,SECONDARY,NO,NO,NO,NO,49.13980127,-122.3257952
2019/2020,7832003,Hope Secondary,078,Fraser-Cascade,Public School,PO Box 249,Hope                          ,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.38687827,-121.4440732
2019/2020,7832004,Boston Bar Elem-Secondary,078,Fraser-Cascade,Public School,PO Box 160,Boston Bar                    ,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.86130922,-121.4417303
2019/2020,7832006,Coquihalla Elementary,078,Fraser-Cascade,Public School,PO Box 969,Hope                          ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.38710931,-121.4383733
2019/2020,7876002,Harrison Hot Springs Elementary,078,Fraser-Cascade,Public School,PO Box 310,Harrison Hot Springs          ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.2983461,-121.7839805
2019/2020,7876003,Agassiz Elem-Secondary,078,Fraser-Cascade,Public School,PO Box 1100,Agassiz                       ,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.23755235,-121.7635157
2019/2020,7876007,Kent Elementary,078,Fraser-Cascade,Public School,7285 McCullough Rd,Agassiz                       ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.2341366,-121.7584008
2019/2020,7878000,Fraser Cascade Continuing Education,078,Fraser-Cascade,Public School,650 Kawkawa Lake Rd,Hope                          ,Continuing Education                    ,SECONDARY,NO,NO,NO,NO,49.37765346,-121.4292834
2019/2020,7878012,Silver Creek Elementary,078,Fraser-Cascade,Public School,PO Box 670,Hope                          ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.3616807,-121.4628153
2019/2020,7878013,Q'aLaTKu7eM School,078,Fraser-Cascade,Public School,PO Box 610,Mount Currie                  ,Standard School                         ,ELEMENTARY JR SECONDARY,YES,NO,NO,NO,50.05215763,-122.5394909
2019/2020,7896105,Agassiz Christian School,078,Fraser-Cascade,Independent School,7571 Morrow Rd,Agassiz                       ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.23616833,-121.750548
2019/2020,7897494,Seabird Island Community,078,Fraser-Cascade,Independent School,PO Box 530,Agassiz                       ,Standard School                         ,ELEMENTARY SECONDARY,NO,NO,NO,NO,49.254224,-121.732597
2019/2020,7899053,Two Rivers Education Centre,078,Fraser-Cascade,Public School,PO Box 108,Hope                          ,Alternate Programs                      ,SECONDARY,NO,NO,NO,NO,49.382107,-121.440642
2019/2020,7899183,Agassiz Centre for Education,078,Fraser-Cascade,Public School,PO Box 69,Agassiz                       ,Alternate Programs                      ,SECONDARY,NO,NO,NO,NO,49.23755235,-121.7635157
2019/2020,7965003,Mill Bay Nature School,079,Cowichan Valley,Public School,3175 Cobble Hill Rd,Mill Bay                      ,Standard School                         ,ELEMENTARY,NO,NO,NO,NO,48.67256831,-123.5678407
2019/2020,7965006,Crofton Elementary Community School,079,Cowichan Valley,Public School,PO Box 80,Crofton                       ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,48.86055683,-123.6451127
2019/2020,7965007,Bench Elementary,079,Cowichan Valley,Public School,1501 Cowichan Bay Rd,Cowichan Bay                  ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,48.72624012,-123.6041936
2019/2020,7965009,Cowichan Secondary,079,Cowichan Valley,Public School,2652 James St,Duncan                        ,Standard School                         ,SECONDARY,YES,YES,NO,NO,48.7812801,-123.7010846
2019/2020,7965014,Alexander Elementary,079,Cowichan Valley,Public School,2471 Beverly St,Duncan                        ,Standard School                         ,ELEMENTARY,NO,NO,NO,NO,48.78532202,-123.6930599
2019/2020,7965016,Tansor Elementary,079,Cowichan Valley,Public School,3594 Auchinachie Rd,Duncan                        ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,48.7950235,-123.7532054
2019/2020,7965023,Khowhemun Elementary,079,Cowichan Valley,Public School,2918 Cliffs Rd,Duncan                        ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,48.77912353,-123.7166817
2019/2020,7965024,Drinkwater Elementary,079,Cowichan Valley,Public School,6236 Lane Rd,Duncan                        ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,48.79625627,-123.726235
2019/2020,7965025,Alex Aitken,079,Cowichan Valley,Public School,2494 Roome Rd,Duncan                        ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,48.79524731,-123.6933964
2019/2020,7965032,Thetis Island Elementary,079,Cowichan Valley,Public School,3172 Garner St,Chemainus                     ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,48.98835742,-123.6786745
2019/2020,7965037,Discovery Elementary,079,Cowichan Valley,Public School,PO Box 99,Shawnigan Lake                ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,48.6526517,-123.6518057
2019/2020,7965039,Frances Kelsey Secondary,079,Cowichan Valley,Public School,953 Shawnigan-Mill Bay Rd,Mill Bay                      ,Standard School                         ,SECONDARY,YES,NO,NO,NO,48.66021969,-123.5698241
2019/2020,7966012,Palsson Elementary,079,Cowichan Valley,Public School,PO Box 350,Lake Cowichan                 ,Standard School                         ,ELEMENTARY,NO,NO,NO,NO,48.82934691,-124.0518706
2019/2020,7979000,Adult Learning Centre,079,Cowichan Valley,Public School,1033 Nagle St,Duncan                        ,Continuing Education                    ,SECONDARY,NO,NO,NO,NO,48.78633207,-123.7164535
2019/2020,7979040,Maple Bay Elementary,079,Cowichan Valley,Public School,1500 Donnay Dr,Duncan                        ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,48.7983834,-123.6395328
2019/2020,7979041,Chemainus Elementary Community School,079,Cowichan Valley,Public School,3172 Garner St,Chemainus                     ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,48.93045718,-123.7331645
2019/2020,7979042,Ecole Cobble Hill Elementary,079,Cowichan Valley,Public School,3642 Learning Way,Cobble Hill                   ,Standard School                         ,ELEMENTARY,NO,YES,NO,NO,48.6929195,-123.5899076
2019/2020,7979043,Lake Cowichan Elementary,079,Cowichan Valley,Public School,PO Box 40,Lake Cowichan                 ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,48.82078196,-124.0560909
2019/2020,7979044,Lake Cowichan Secondary,079,Cowichan Valley,Public School,PO Box 40,Lake Cowichan                 ,Standard School                         ,SECONDARY,YES,NO,NO,NO,48.82078196,-124.0560909
2019/2020,7979045,George Bonner Elementary,079,Cowichan Valley,Public School,3060 Cobble Hill Rd,Mill Bay                      ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,48.66743946,-123.5648247
2019/2020,7979046,Ecole Mount Prevost Elementary,079,Cowichan Valley,Public School,6177 Somenos Rd,Duncan                        ,Standard School                         ,ELEMENTARY,NO,YES,NO,NO,48.79518243,-123.7353326
2019/2020,7979047,Cowichan Open School,079,Cowichan Valley,Public School,1033 Nagle St,Duncan                        ,Standard School                         ,SECONDARY,NO,NO,NO,NO,48.78633207,-123.7164535
2019/2020,7979048,Quamichan School,079,Cowichan Valley,Public School,2515 Beverly St,Duncan                        ,Standard School                         ,JUNIOR SECONDARY,YES,YES,NO,NO,48.78567694,-123.6944926
2019/2020,7979049,Chemainus Secondary,079,Cowichan Valley,Public School,9947 Daniel St,Chemainus                     ,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,48.9282665,-123.7247014
2019/2020,7996005,Brentwood College,079,Cowichan Valley,Independent School,2735 Mt Baker Rd,Mill Bay                      ,Standard School                         ,SECONDARY,NO,NO,NO,NO,48.6525,-123.55529
2019/2020,7996006,Shawnigan Lake,079,Cowichan Valley,Independent School,1975 Renfrew Rd,Shawnigan Lake                ,Standard School                         ,SECONDARY,YES,NO,NO,NO,48.65735499,-123.6388876
2019/2020,7996017,Queen Margaret's,079,Cowichan Valley,Independent School,660 Brownsey Ave,Duncan                        ,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,48.78433494,-123.7202544
2019/2020,7996086,Duncan Christian School,079,Cowichan Valley,Independent School,495 Beech Ave,Duncan                        ,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,48.78093821,-123.6906212
2019/2020,7996167,Queen of Angels School,079,Cowichan Valley,Independent School,2085 Maple Bay Rd,Duncan                        ,Standard School                         ,ELEMENTARY JR SECONDARY,YES,NO,NO,NO,48.78177704,-123.6724304
2019/2020,7996368,Sunrise Waldorf School,079,Cowichan Valley,Independent School,2148 Lakeside Rd,Duncan                        ,Standard School                         ,ELEMENTARY JR SECONDARY,YES,NO,NO,NO,48.7237708,-123.6476544
2019/2020,7996446,Evergreen Independent School,079,Cowichan Valley,Independent School,PO Box 166,Cobble Hill                   ,Standard School                         ,ELEMENTARY JR SECONDARY,NO,NO,NO,NO,48.68734895,-123.6009178
2019/2020,7996956,St John's Academy Shawnigan Lake,079,Cowichan Valley,Independent School,2371 Shawnigan Lake Road,Shawnigan Lake                ,Standard School                         ,ELEMENTARY SECONDARY,NO,NO,NO,NO,48.6360797,-123.630043
2019/2020,7996959,Noorunissa Montessori Academy of Canada,079,Cowichan Valley,Independent School,2375 Koksilah Rd,Duncan                        ,Standard School                         ,NO ENROLMENT REPORTED,NO,NO,NO,NO,48.7298786,-123.6630438
2019/2020,7996965,St John's Preparatory Academy Shawnigan,079,Cowichan Valley,Independent School,237 Shawnigan Lake Road,Shawnigan Lake                ,Standard School                         ,NO ENROLMENT REPORTED,NO,NO,NO,NO,48.6280081,-123.6331387
2019/2020,7997497,Penelakut Island Learning Centre,079,Cowichan Valley,Independent School,PO Box 360 C/O Penelakut Tribes,Chemainus                     ,Standard School                         ,SECONDARY,NO,NO,NO,NO,48.973929,-123.6570797
2019/2020,7999081,Cowichan Valley Open Learning Co-op,079,Cowichan Valley,Public School,1033 Nagle St,Duncan                        ,Alternate Programs                      ,ELEMENTARY SECONDARY,NO,NO,NO,NO,48.78633207,-123.7164535
2019/2020,7999145,Cowichan Valley Distributed Learning,079,Cowichan Valley,Public School,1033 Nagle St,Duncan                        ,Distributed Learning Programs           ,ELEMENTARY SECONDARY,NO,NO,NO,NO,48.78633207,-123.7164535
2019/2020,8181008,G W Carlson Elementary,081,Fort Nelson,Public School,PO Box 810,Fort Nelson                   ,Standard School                         ,ELEMENTARY,NO,NO,NO,NO,58.81331643,-122.6977011
2019/2020,8181011,R L Angus Elementary,081,Fort Nelson,Public School,Bag 750,Fort Nelson                   ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,58.81118713,-122.7111894
2019/2020,8181013,Fort Nelson Secondary,081,Fort Nelson,Public School,PO Box 90,Fort Nelson                   ,Standard School                         ,SECONDARY,YES,NO,NO,NO,58.80992582,-122.71259
2019/2020,8181014,J S Clark Elementary,081,Fort Nelson,Public School,Bag 6500,Fort Nelson                   ,Standard School                         ,ELEMENTARY,NO,NO,NO,NO,58.80799643,-122.6886038
2019/2020,8181015,Toad River Elem-Secondary,081,Fort Nelson,Public School,PO Box 87,Fort Nelson                   ,Standard School                         ,ELEMENTARY SECONDARY,NO,NO,NO,NO,58.84759029,-125.2313978
2019/2020,8197137,Chalo School,081,Fort Nelson,Independent School,RR 1 Mile 293 Alaska Hwy,Fort Nelson                   ,Standard School                         ,ELEMENTARY SECONDARY,NO,NO,NO,NO,58.74714622,-122.6630689
2019/2020,8280001,Nechako Elementary,082,Coast Mountains,Public School,61 Nightingale St,Kitimat                       ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,54.0559306,-128.6293058
2019/2020,8280004,Kildala Elementary,082,Coast Mountains,Public School,803 Columbia Ave E,Kitimat                       ,Standard School                         ,ELEMENTARY,YES,YES,NO,NO,54.050307,-128.6600545
2019/2020,8280007,Kitimat City High,082,Coast Mountains,Public School,1426 Cormorant St,Kitimat                       ,Alternate Programs                      ,SECONDARY,NO,NO,NO,NO,54.05666635,-128.6439262
2019/2020,8282000,SD 82 Continuing Ed School,082,Coast Mountains,Public School,3120 Highway 16 East,Terrace                       ,Continuing Education                    ,SENIOR SECONDARY,NO,NO,NO,NO,54.5138245,-128.5395094
2019/2020,8282038,Skeena Middle,082,Coast Mountains,Public School,3411 Munroe St,Terrace                       ,Standard School                         ,MIDDLE SCHOOL,YES,YES,NO,NO,54.52167729,-128.6074766
2019/2020,8282039,Mount Elizabeth Middle/Secondary,082,Coast Mountains,Public School,1491 Kingfisher Ave N,Kitimat                       ,Standard School                         ,ELEMENTARY SECONDARY,YES,YES,NO,NO,54.06111577,-128.6252248
2019/2020,8282040,NW Regional Trades & Training Centre,082,Coast Mountains,Public School,3120 16 Hwy E,Terrace                       ,Standard School                         ,NO ENROLMENT REPORTED,NO,NO,NO,NO,54.5138245,-128.5395094
2019/2020,8288006,Hazelton Secondary,082,Coast Mountains,Public School,PO Box 300,Hazelton                      ,Standard School                         ,SECONDARY,YES,YES,NO,NO,55.26442362,-127.6468443
2019/2020,8288008,New Hazelton Elementary,082,Coast Mountains,Public School,PO Box 220,New Hazelton                  ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,55.24513982,-127.5859763
2019/2020,8288012,Uplands Elementary,082,Coast Mountains,Public School,4110 Thomas St,Terrace                       ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,54.53468478,-128.6110576
2019/2020,8288013,Cassie Hall Elementary,082,Coast Mountains,Public School,2620 Eby St,Terrace                       ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,54.50890515,-128.5985443
2019/2020,8288014,Thornhill Elementary,082,Coast Mountains,Public School,2906 Clark St,Terrace                       ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,54.5121724,-128.5401903
2019/2020,8288016,Suwilaawks Community School,082,Coast Mountains,Public School,3430 Sparks St,Terrace                       ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,54.52250478,-128.592018
2019/2020,8288018,Majagaleehl Gali Aks Elementary,082,Coast Mountains,Public School,PO Box 240,Hazelton                      ,Standard School                         ,ELEMENTARY,NO,YES,NO,NO,55.2535714,-127.6701884
2019/2020,8288020,Ecole Mountainview,082,Coast Mountains,Public School,3505 Bailey St,Terrace                       ,Standard School                         ,ELEMENTARY,NO,YES,NO,NO,54.52337552,-128.621652
2019/2020,8288022,Thornhill Primary,082,Coast Mountains,Public School,3860 Paquette Ave,Terrace                       ,Standard School                         ,ELEMENTARY,NO,NO,NO,NO,54.5111094,-128.5382809
2019/2020,8288024,Caledonia Secondary,082,Coast Mountains,Public School,3605 Munroe St,Terrace                       ,Standard School                         ,SECONDARY,YES,YES,NO,NO,54.52484003,-128.6065435
2019/2020,8288025,Parkside Secondary,082,Coast Mountains,Public School,3824 Eby St,Terrace                       ,Alternate Programs                      ,SECONDARY,NO,NO,NO,NO,54.52901958,-128.5977796
2019/2020,8288028,Bear Valley School,082,Coast Mountains,Public School,PO Box 218,Stewart                       ,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,55.93929938,-129.983666
2019/2020,8288030,Kitwanga Elementary,082,Coast Mountains,Public School,PO Box 88,Kitwanga                      ,Standard School                         ,ELEMENTARY,NO,NO,NO,NO,55.11713337,-128.0163778
2019/2020,8296115,St Anthony's,082,Coast Mountains,Independent School,1750 Nalabila Blvd,Kitimat                       ,Standard School                         ,ELEMENTARY JR SECONDARY,YES,NO,NO,NO,54.05418553,-128.6184571
2019/2020,8296162,Veritas Catholic,082,Coast Mountains,Independent School,4836 Straume Ave,Terrace                       ,Standard School                         ,ELEMENTARY JR SECONDARY,YES,NO,NO,NO,54.52495246,-128.6043183
2019/2020,8296183,Centennial Christian School,082,Coast Mountains,Independent School,3608 Sparks St,Terrace                       ,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,54.52518173,-128.591196
2019/2020,8296731,Mountain View Christian Academy,082,Coast Mountains,Independent School,3306 Griffith St,Terrace                       ,Standard School                         ,ELEMENTARY SECONDARY,NO,NO,NO,NO,54.52052604,-128.6455738
2019/2020,8297020,Gitsegukla Elementary School,082,Coast Mountains,Independent School,305 Park Dr,Gitsegukla                    ,Standard School                         ,ELEMENTARY,NO,NO,NO,NO,55.087474,-127.820736
2019/2020,8297024,'Na Aksa Gyilak'yoo,082,Coast Mountains,Independent School,PO Box 544 STN Main,Terrace                       ,Standard School                         ,ELEMENTARY SECONDARY,NO,NO,NO,NO,54.52410823,-128.6683472
2019/2020,8297051,Kispiox Community School,082,Coast Mountains,Independent School,1439 Mary Blackwater Dr,Kispiox                       ,Standard School                         ,ELEMENTARY,NO,NO,NO,NO,55.355771,-127.686724
2019/2020,8297485,Witset Elementary & Secondary School,082,Coast Mountains,Independent School,205 Beaver Rd Unit 2,Smithers                      ,Standard School                         ,ELEMENTARY SECONDARY,NO,NO,NO,NO,55.021517,-127.330996
2019/2020,8298009,North Coast Distance Education,082,Coast Mountains,Public School,3120 Highway 16 East,Terrace                       ,Distributed Learning Programs           ,SECONDARY,NO,NO,NO,NO,54.5138245,-128.5395094
2019/2020,8321001,Armstrong Elementary,083,North Okanagan-Shuswap,Public School,3010 Pleasant Valley Rd,Armstrong                     ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,50.4423635,-119.2026907
2019/2020,8321004,Pleasant Valley Secondary,083,North Okanagan-Shuswap,Public School,2365 Pleasant Valley Rd,Armstrong                     ,Standard School                         ,SECONDARY,YES,NO,NO,NO,50.43759557,-119.2091304
2019/2020,8321005,Highland Park Elementary,083,North Okanagan-Shuswap,Public School,PO Box 647,Armstrong                     ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,50.44984451,-119.2015086
2019/2020,8383035,Salmon Arm Secondary,083,North Okanagan-Shuswap,Public School,PO Box 1000 STN Main,Salmon Arm                    ,Standard School                         ,SECONDARY,YES,YES,NO,NO,50.7123519,-119.2537932
2019/2020,8383036,Len Wood Middle School,083,North Okanagan-Shuswap,Public School,3700 Patten Dr,Armstrong                     ,Standard School                         ,MIDDLE SCHOOL,YES,NO,NO,NO,50.43966119,-119.2083151
2019/2020,8383037,Shuswap Middle School,083,North Okanagan-Shuswap,Public School,PO Box 1090 STN Main,Salmon Arm                    ,Standard School                         ,MIDDLE SCHOOL,YES,YES,YES,NO,50.69781188,-119.251227
2019/2020,8383038,Carlin Elementary Middle,083,North Okanagan-Shuswap,Public School,4005 Myers Frontage Rd,Tappen                        ,Standard School                         ,ELEMENTARY JR SECONDARY,YES,NO,NO,NO,50.8221,-119.319
2019/2020,8383039,North Shuswap Elementary,083,North Okanagan-Shuswap,Public School,5295 Squilax-Anglemont Rd,Celista                       ,Standard School                         ,ELEMENTARY JR SECONDARY,YES,NO,NO,NO,50.94301505,-119.3522736
2019/2020,8383040,Falkland Elementary Junior School,083,North Okanagan-Shuswap,Public School,PO Box 10,Falkland                      ,Standard School                         ,ELEMENTARY JR SECONDARY,YES,NO,NO,NO,50.5025695,-119.5571408
2019/2020,8383041,Silver Creek Elementary Secondary,083,North Okanagan-Shuswap,Public School,935 Salmon River Rd,Salmon Arm                    ,Standard School                         ,ELEMENTARY JR SECONDARY,YES,NO,NO,NO,50.59174761,-119.363087
2019/2020,8383042,Ranchero Elementary Junior,083,North Okanagan-Shuswap,Public School,6285 Ranchero Dr E,Salmon Arm                    ,Standard School                         ,ELEMENTARY JR SECONDARY,YES,NO,NO,NO,50.65424692,-119.1925204
2019/2020,8383043,J.L. Jackson Secondary,083,North Okanagan-Shuswap,Public School,551 14 St NE,Salmon Arm                    ,Standard School                         ,JUNIOR SECONDARY,YES,YES,NO,NO,50.70371881,-119.2701559
2019/2020,8383044,Eagle River Secondary,083,North Okanagan-Shuswap,Public School,PO Box 9 518 Main Street,Sicamous                      ,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,50.83769848,-118.9797207
2019/2020,8383045,South Canoe,083,North Okanagan-Shuswap,Public School,5970 10 Ave SE,Salmon Arm                    ,Standard School                         ,NO ENROLMENT REPORTED,NO,NO,NO,NO,50.691951,-119.217114
2019/2020,8389002,A L Fortune Secondary,083,North Okanagan-Shuswap,Public School,500 Bass Ave,Enderby                       ,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,50.55857729,-119.1360494
2019/2020,8389009,Grindrod Elementary,083,North Okanagan-Shuswap,Public School,PO Box 249,Grindrod                      ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,50.62553352,-119.1222066
2019/2020,8389017,M.V. Beattie Elementary,083,North Okanagan-Shuswap,Public School,PO Box 249,Enderby                       ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,50.55482137,-119.1426959
